,Course,Course Number,Seats Remaining,Instructor,Semester,Waitlist Percent,Sem,Year,Risk Level
978,Artificial Intelligence,392,12 of 60 seats remain,"Garcia, Maria",Spring 2023,20.0,Spring,2023,Very Risky
979,Algorithms,394,23 of 30 seats remain,"Smith, John",Spring 2023,76.66666666666667,Spring,2023,Low Risk
980,Computer Networks,394,3 of 30 seats remain,"Rodriguez, Michael",Spring 2023,10.0,Spring,2023,Very Risky
981,Intro to Programming,397,44 of 50 seats remain,"Williams, David",Spring 2023,88.0,Spring,2023,No Risk
982,Computer Networks,397,17 of 50 seats remain,"Jones, Robert",Spring 2023,34.0,Spring,2023,Risky
983,Data Structures,398,2 of 20 seats remain,"Garcia, Maria",Spring 2023,10.0,Spring,2023,Very Risky
984,Software Engineering,400,32 of 50 seats remain,"Garcia, Maria",Spring 2023,64.0,Spring,2023,Low Risk
985,Computer Architecture,401,56 of 60 seats remain,"Garcia, Maria",Spring 2023,93.33333333333333,Spring,2023,No Risk
986,Algorithms,401,19 of 30 seats remain,"Jones, Robert",Spring 2023,63.33333333333333,Spring,2023,Low Risk
987,Computer Architecture,401,7 of 60 seats remain,"Garcia, Maria",Spring 2023,11.666666666666666,Spring,2023,Very Risky
988,Machine Learning,403,5 of 60 seats remain,"Garcia, Maria",Spring 2023,8.333333333333332,Spring,2023,Very Risky
989,Operating Systems,409,52 of 60 seats remain,"Jones, Robert",Spring 2023,86.66666666666667,Spring,2023,No Risk
990,Software Engineering,410,51 of 70 seats remain,"Brown, Linda",Spring 2023,72.85714285714285,Spring,2023,Low Risk
991,Software Engineering,414,12 of 20 seats remain,"Garcia, Maria",Spring 2023,60.0,Spring,2023,Medium risk
992,Database Systems,418,38 of 50 seats remain,"Brown, Linda",Spring 2023,76.0,Spring,2023,Low Risk
993,Database Systems,419,33 of 40 seats remain,"Miller, James",Spring 2023,82.5,Spring,2023,No Risk
994,Intro to Programming,420,19 of 30 seats remain,"Johnson, Emily",Spring 2023,63.33333333333333,Spring,2023,Low Risk
995,Operating Systems,424,24 of 40 seats remain,"Williams, David",Spring 2023,60.0,Spring,2023,Medium risk
996,Operating Systems,424,3 of 50 seats remain,"Rodriguez, Michael",Spring 2023,6.0,Spring,2023,Very Risky
997,Computer Architecture,425,9 of 60 seats remain,"Williams, David",Spring 2023,15.0,Spring,2023,Very Risky
998,Algorithms,430,1 of 20 seats remain,"Johnson, Emily",Spring 2023,5.0,Spring,2023,Very Risky
999,Database Systems,431,55 of 60 seats remain,"Martinez, Jessica",Spring 2023,91.66666666666666,Spring,2023,No Risk
1000,Computer Architecture,432,17 of 30 seats remain,"Johnson, Emily",Spring 2023,56.666666666666664,Spring,2023,Medium risk
1001,Machine Learning,435,21 of 50 seats remain,"Smith, John",Spring 2023,42.0,Spring,2023,Medium risk
1002,Intro to Programming,436,6 of 30 seats remain,"Williams, David",Spring 2023,20.0,Spring,2023,Very Risky
1003,Computer Architecture,439,0 of 30 seats remain,"Garcia, Maria",Spring 2023,0.0,Spring,2023,Very Risky
1004,Intro to Programming,443,0 of 50 seats remain,"Brown, Linda",Spring 2023,0.0,Spring,2023,Very Risky
1005,Software Engineering,445,48 of 70 seats remain,"Williams, David",Spring 2023,68.57142857142857,Spring,2023,Low Risk
1006,Computer Architecture,445,1 of 20 seats remain,"Davis, Elizabeth",Spring 2023,5.0,Spring,2023,Very Risky
1007,Database Systems,447,4 of 60 seats remain,"Johnson, Emily",Spring 2023,6.666666666666667,Spring,2023,Very Risky
1008,Operating Systems,448,10 of 20 seats remain,"Johnson, Emily",Spring 2023,50.0,Spring,2023,Medium risk
1009,Computer Networks,453,34 of 50 seats remain,"Martinez, Jessica",Spring 2023,68.0,Spring,2023,Low Risk
1010,Computer Networks,457,1 of 40 seats remain,"Brown, Linda",Spring 2023,2.5,Spring,2023,Very Risky
1011,Operating Systems,459,4 of 20 seats remain,"Smith, John",Spring 2023,20.0,Spring,2023,Very Risky
1012,Database Systems,459,34 of 50 seats remain,"Jones, Robert",Spring 2023,68.0,Spring,2023,Low Risk
1013,Machine Learning,459,8 of 20 seats remain,"Garcia, Maria",Spring 2023,40.0,Spring,2023,Risky
1014,Database Systems,461,25 of 40 seats remain,"Jones, Robert",Spring 2023,62.5,Spring,2023,Low Risk
1015,Database Systems,462,2 of 40 seats remain,"Smith, John",Spring 2023,5.0,Spring,2023,Very Risky
1016,Computer Architecture,465,21 of 50 seats remain,"Garcia, Maria",Spring 2023,42.0,Spring,2023,Medium risk
1017,Machine Learning,465,18 of 20 seats remain,"Williams, David",Spring 2023,90.0,Spring,2023,No Risk
1018,Algorithms,467,7 of 40 seats remain,"Rodriguez, Michael",Spring 2023,17.5,Spring,2023,Very Risky
1019,Data Structures,469,38 of 70 seats remain,"Miller, James",Spring 2023,54.285714285714285,Spring,2023,Medium risk
1020,Software Engineering,470,13 of 20 seats remain,"Jones, Robert",Spring 2023,65.0,Spring,2023,Low Risk
1021,Data Structures,471,18 of 30 seats remain,"Davis, Elizabeth",Spring 2023,60.0,Spring,2023,Medium risk
1022,Artificial Intelligence,476,2 of 60 seats remain,"Jones, Robert",Spring 2023,3.3333333333333335,Spring,2023,Very Risky
1023,Algorithms,479,13 of 30 seats remain,"Rodriguez, Michael",Spring 2023,43.333333333333336,Spring,2023,Medium risk
1024,Computer Architecture,480,11 of 40 seats remain,"Rodriguez, Michael",Spring 2023,27.500000000000004,Spring,2023,Risky
1025,Computer Architecture,481,39 of 50 seats remain,"Rodriguez, Michael",Spring 2023,78.0,Spring,2023,Low Risk
1026,Data Structures,488,19 of 70 seats remain,"Rodriguez, Michael",Spring 2023,27.142857142857142,Spring,2023,Risky
1027,Database Systems,488,7 of 40 seats remain,"Brown, Linda",Spring 2023,17.5,Spring,2023,Very Risky
1028,Software Engineering,489,18 of 20 seats remain,"Davis, Elizabeth",Spring 2023,90.0,Spring,2023,No Risk
1029,Database Systems,493,55 of 70 seats remain,"Miller, James",Spring 2023,78.57142857142857,Spring,2023,Low Risk
1030,Software Engineering,494,15 of 30 seats remain,"Jones, Robert",Spring 2023,50.0,Spring,2023,Medium risk
1031,Data Structures,500,37 of 60 seats remain,"Johnson, Emily",Spring 2023,61.66666666666667,Spring,2023,Low Risk
1032,Database Systems,502,10 of 40 seats remain,"Garcia, Maria",Spring 2023,25.0,Spring,2023,Risky
1033,Software Engineering,502,32 of 50 seats remain,"Garcia, Maria",Spring 2023,64.0,Spring,2023,Low Risk
1034,Artificial Intelligence,507,28 of 40 seats remain,"Smith, John",Spring 2023,70.0,Spring,2023,Low Risk
1035,Data Structures,507,36 of 50 seats remain,"Martinez, Jessica",Spring 2023,72.0,Spring,2023,Low Risk
1036,Computer Architecture,509,19 of 30 seats remain,"Miller, James",Spring 2023,63.33333333333333,Spring,2023,Low Risk
1037,Machine Learning,513,30 of 70 seats remain,"Miller, James",Spring 2023,42.857142857142854,Spring,2023,Medium risk
1038,Algorithms,515,23 of 40 seats remain,"Garcia, Maria",Spring 2023,57.49999999999999,Spring,2023,Medium risk
1039,Operating Systems,518,11 of 50 seats remain,"Martinez, Jessica",Spring 2023,22.0,Spring,2023,Risky
1040,Computer Networks,522,18 of 20 seats remain,"Rodriguez, Michael",Spring 2023,90.0,Spring,2023,No Risk
1041,Artificial Intelligence,525,25 of 60 seats remain,"Rodriguez, Michael",Spring 2023,41.66666666666667,Spring,2023,Medium risk
1042,Artificial Intelligence,527,31 of 60 seats remain,"Martinez, Jessica",Spring 2023,51.66666666666667,Spring,2023,Medium risk
1043,Software Engineering,529,31 of 50 seats remain,"Williams, David",Spring 2023,62.0,Spring,2023,Low Risk
1044,Operating Systems,530,26 of 40 seats remain,"Smith, John",Spring 2023,65.0,Spring,2023,Low Risk
1045,Intro to Programming,531,7 of 40 seats remain,"Williams, David",Spring 2023,17.5,Spring,2023,Very Risky
1046,Data Structures,532,51 of 60 seats remain,"Garcia, Maria",Spring 2023,85.0,Spring,2023,No Risk
1047,Artificial Intelligence,532,18 of 30 seats remain,"Johnson, Emily",Spring 2023,60.0,Spring,2023,Medium risk
1048,Computer Networks,534,46 of 50 seats remain,"Smith, John",Spring 2023,92.0,Spring,2023,No Risk
1049,Database Systems,540,1 of 40 seats remain,"Martinez, Jessica",Spring 2023,2.5,Spring,2023,Very Risky
1050,Software Engineering,540,13 of 20 seats remain,"Garcia, Maria",Spring 2023,65.0,Spring,2023,Low Risk
1051,Data Structures,540,9 of 30 seats remain,"Miller, James",Spring 2023,30.0,Spring,2023,Risky
1052,Intro to Programming,540,26 of 50 seats remain,"Garcia, Maria",Spring 2023,52.0,Spring,2023,Medium risk
1053,Data Structures,541,11 of 20 seats remain,"Jones, Robert",Spring 2023,55.00000000000001,Spring,2023,Medium risk
1054,Software Engineering,541,49 of 70 seats remain,"Williams, David",Spring 2023,70.0,Spring,2023,Low Risk
1055,Operating Systems,542,20 of 50 seats remain,"Martinez, Jessica",Spring 2023,40.0,Spring,2023,Risky
1056,Operating Systems,542,55 of 70 seats remain,"Garcia, Maria",Spring 2023,78.57142857142857,Spring,2023,Low Risk
1057,Machine Learning,545,1 of 20 seats remain,"Williams, David",Spring 2023,5.0,Spring,2023,Very Risky
1058,Database Systems,546,1 of 20 seats remain,"Miller, James",Spring 2023,5.0,Spring,2023,Very Risky
1059,Data Structures,551,17 of 20 seats remain,"Martinez, Jessica",Spring 2023,85.0,Spring,2023,No Risk
1060,Artificial Intelligence,553,1 of 30 seats remain,"Garcia, Maria",Spring 2023,3.3333333333333335,Spring,2023,Very Risky
1061,Computer Networks,559,14 of 20 seats remain,"Garcia, Maria",Spring 2023,70.0,Spring,2023,Low Risk
1062,Operating Systems,561,17 of 50 seats remain,"Rodriguez, Michael",Spring 2023,34.0,Spring,2023,Risky
1063,Algorithms,564,54 of 60 seats remain,"Williams, David",Spring 2023,90.0,Spring,2023,No Risk
1064,Machine Learning,565,6 of 40 seats remain,"Rodriguez, Michael",Spring 2023,15.0,Spring,2023,Very Risky
1065,Software Engineering,566,14 of 20 seats remain,"Miller, James",Spring 2023,70.0,Spring,2023,Low Risk
1066,Intro to Programming,567,52 of 70 seats remain,"Williams, David",Spring 2023,74.28571428571429,Spring,2023,Low Risk
1067,Machine Learning,569,5 of 70 seats remain,"Garcia, Maria",Spring 2023,7.142857142857142,Spring,2023,Very Risky
1068,Computer Architecture,569,29 of 60 seats remain,"Jones, Robert",Spring 2023,48.333333333333336,Spring,2023,Medium risk
1069,Data Structures,571,33 of 40 seats remain,"Williams, David",Spring 2023,82.5,Spring,2023,No Risk
1070,Machine Learning,572,7 of 30 seats remain,"Williams, David",Spring 2023,23.333333333333332,Spring,2023,Risky
1071,Computer Architecture,573,33 of 40 seats remain,"Martinez, Jessica",Spring 2023,82.5,Spring,2023,No Risk
1072,Algorithms,574,4 of 20 seats remain,"Davis, Elizabeth",Spring 2023,20.0,Spring,2023,Very Risky
1073,Computer Architecture,574,16 of 60 seats remain,"Davis, Elizabeth",Spring 2023,26.666666666666668,Spring,2023,Risky
1074,Machine Learning,579,43 of 50 seats remain,"Jones, Robert",Spring 2023,86.0,Spring,2023,No Risk
1075,Machine Learning,580,3 of 20 seats remain,"Martinez, Jessica",Spring 2023,15.0,Spring,2023,Very Risky
1076,Theory/Application Data Mining,584,8 of 70 seats remain,"Zhou, Keren",Spring 2023,11.428571428571429,Spring,2023,Very Risky
1077,Theory/Application Data Mining,584,53 of 70 seats remain,"Barbara, Daniel",Spring 2023,75.71428571428571,Spring,2023,Low Risk
1078,Introduction to Cryptography,587,11 of 20 seats remain,"Ateniese, Giuseppe",Spring 2023,55.00000000000001,Spring,2023,Medium risk
1079,Quantum Algorithms,595,0 of 2 seats remain,"Baume, Michael",Spring 2023,0.0,Spring,2023,Very Risky
1080,AI Design and Deployment Risks,595,10 of 15 seats remain,"Cummings, Missy",Spring 2023,66.66666666666666,Spring,2023,Low Risk
1081,AI Design and Deployment Risks,595,10 of 15 seats remain,"Cummings, Missy",Spring 2023,66.66666666666666,Spring,2023,Low Risk
1082,Theory of Computation,600,42 of 60 seats remain,"Richards, Dana",Spring 2023,70.0,Spring,2023,Low Risk
1083,Theory of Computation,600,31 of 50 seats remain,"Richards, Dana",Spring 2023,62.0,Spring,2023,Low Risk
1084,Advanced Algorithms,630,15 of 50 seats remain,"Yaroslavtsev, Grigory",Spring 2023,30.0,Spring,2023,Risky
1085,Wireless and Mobile Computing,655,12 of 50 seats remain,"Yao, Shuochao",Spring 2023,24.0,Spring,2023,Risky
1086,Computational Design,663,31 of 65 seats remain,"Yu, Lap Fai",Spring 2023,47.69230769230769,Spring,2023,Medium risk
1087,Advanced NLP,678,9 of 65 seats remain,"Yao, Ziyu",Spring 2023,13.846153846153847,Spring,2023,Very Risky
1088,Computer Vision,682,18 of 53 seats remain,"Kosecka, Jana",Spring 2023,33.9622641509434,Spring,2023,Risky
1089,Machine Learning,688,20 of 50 seats remain,"Yu, Fang-Yi",Spring 2023,40.0,Spring,2023,Risky
1090,Machine Learning,688,16 of 50 seats remain,"Das, Sanmay",Spring 2023,32.0,Spring,2023,Risky
1091,Network Security,692,3 of 10 seats remain,"Wang, Xinyuan",Spring 2023,30.0,Spring,2023,Risky
1092,Linux Kernel Internals,692,27 of 40 seats remain,"Zhang, Xiaokuan",Spring 2023,67.5,Spring,2023,Low Risk
1093,SWE Real-Time Embedded Systm,692,4 of 35 seats remain,"Pettit, Rob",Spring 2023,11.428571428571429,Spring,2023,Very Risky
1094,Advanced Computer Architecture,692,38 of 50 seats remain,"Yang, Lishan",Spring 2023,76.0,Spring,2023,Low Risk
1095,SWE Real-Time Embedded Systm,692,11 of 32 seats remain,"Pettit, Rob",Spring 2023,34.375,Spring,2023,Risky
1096,Advanced Machine Learning,782,38 of 44 seats remain,"Liu, Mingrui",Spring 2023,86.36363636363636,Spring,2023,No Risk
1097,Advanced Machine Learning,782,30 of 44 seats remain,"Barbara, Daniel",Spring 2023,68.18181818181817,Spring,2023,Low Risk
1098,Decision Guidance Systems,787,13 of 50 seats remain,"Brodsky, Alexander",Spring 2023,26.0,Spring,2023,Risky
1099,Computer Science Colloquium,800,5 of 60 seats remain,"Aydin, Hakan",Spring 2023,8.333333333333332,Spring,2023,Very Risky
1100,Computer Networks,107,19 of 70 seats remain,"Davis, Elizabeth",,27.142857142857142,Spring,2024,Risky
1101,Computer Architecture,109,6 of 30 seats remain,"Smith, John",,20.0,Spring,2024,Very Risky
1102,Intro to Programming,112,23 of 30 seats remain,"Martinez, Jessica",,76.66666666666667,Spring,2024,Low Risk
1103,Computer Architecture,114,31 of 50 seats remain,"Smith, John",,62.0,Spring,2024,Low Risk
1104,Data Structures,117,63 of 70 seats remain,"Jones, Robert",,90.0,Spring,2024,No Risk
1105,Data Structures,118,24 of 30 seats remain,"Johnson, Emily",,80.0,Spring,2024,Low Risk
1106,Artificial Intelligence,121,29 of 70 seats remain,"Smith, John",,41.42857142857143,Spring,2024,Medium risk
1107,Intro to Programming,121,13 of 50 seats remain,"Garcia, Maria",,26.0,Spring,2024,Risky
1108,Artificial Intelligence,122,10 of 20 seats remain,"Miller, James",,50.0,Spring,2024,Medium risk
1109,Data Structures,124,6 of 20 seats remain,"Rodriguez, Michael",,30.0,Spring,2024,Risky
1110,Operating Systems,128,15 of 60 seats remain,"Johnson, Emily",,25.0,Spring,2024,Risky
1111,Operating Systems,129,40 of 70 seats remain,"Williams, David",,57.14285714285714,Spring,2024,Medium risk
1112,Computer Networks,131,12 of 20 seats remain,"Brown, Linda",,60.0,Spring,2024,Medium risk
1113,Intro to Programming,131,20 of 60 seats remain,"Martinez, Jessica",,33.33333333333333,Spring,2024,Risky
1114,Artificial Intelligence,132,23 of 50 seats remain,"Martinez, Jessica",,46.0,Spring,2024,Medium risk
1115,Machine Learning,135,2 of 50 seats remain,"Smith, John",,4.0,Spring,2024,Very Risky
1116,Computer Networks,140,25 of 40 seats remain,"Garcia, Maria",,62.5,Spring,2024,Low Risk
1117,Data Structures,148,48 of 60 seats remain,"Garcia, Maria",,80.0,Spring,2024,Low Risk
1118,Computer Architecture,149,6 of 20 seats remain,"Smith, John",,30.0,Spring,2024,Risky
1119,Computer Architecture,149,0 of 30 seats remain,"Jones, Robert",,0.0,Spring,2024,Very Risky
1120,Computer Architecture,150,30 of 70 seats remain,"Jones, Robert",,42.857142857142854,Spring,2024,Medium risk
1121,Machine Learning,150,13 of 30 seats remain,"Martinez, Jessica",,43.333333333333336,Spring,2024,Medium risk
1122,Artificial Intelligence,152,16 of 20 seats remain,"Smith, John",,80.0,Spring,2024,Low Risk
1123,Intro to Programming,161,48 of 60 seats remain,"Davis, Elizabeth",,80.0,Spring,2024,Low Risk
1124,Computer Architecture,163,11 of 40 seats remain,"Smith, John",,27.500000000000004,Spring,2024,Risky
1125,Data Structures,163,24 of 40 seats remain,"Garcia, Maria",,60.0,Spring,2024,Medium risk
1126,Data Structures,163,22 of 30 seats remain,"Johnson, Emily",,73.33333333333333,Spring,2024,Low Risk
1127,Operating Systems,163,22 of 70 seats remain,"Garcia, Maria",,31.428571428571427,Spring,2024,Risky
1128,Intro to Programming,164,20 of 60 seats remain,"Smith, John",,33.33333333333333,Spring,2024,Risky
1129,Database Systems,170,35 of 40 seats remain,"Martinez, Jessica",,87.5,Spring,2024,No Risk
1130,Intro to Programming,171,7 of 30 seats remain,"Miller, James",,23.333333333333332,Spring,2024,Risky
1131,Software Engineering,172,20 of 40 seats remain,"Smith, John",,50.0,Spring,2024,Medium risk
1132,Data Structures,173,12 of 30 seats remain,"Smith, John",,40.0,Spring,2024,Risky
1133,Artificial Intelligence,174,51 of 60 seats remain,"Rodriguez, Michael",,85.0,Spring,2024,No Risk
1134,Software Engineering,175,9 of 70 seats remain,"Smith, John",,12.857142857142856,Spring,2024,Very Risky
1135,Algorithms,175,8 of 60 seats remain,"Johnson, Emily",,13.333333333333334,Spring,2024,Very Risky
1136,Artificial Intelligence,176,31 of 70 seats remain,"Johnson, Emily",,44.285714285714285,Spring,2024,Medium risk
1137,Software Engineering,177,22 of 60 seats remain,"Jones, Robert",,36.666666666666664,Spring,2024,Risky
1138,Machine Learning,182,45 of 50 seats remain,"Davis, Elizabeth",,90.0,Spring,2024,No Risk
1139,Computer Architecture,187,32 of 40 seats remain,"Williams, David",,80.0,Spring,2024,Low Risk
1140,Software Engineering,191,39 of 70 seats remain,"Miller, James",,55.714285714285715,Spring,2024,Medium risk
1141,Software Engineering,199,45 of 60 seats remain,"Brown, Linda",,75.0,Spring,2024,Low Risk
1142,Data Structures,199,15 of 50 seats remain,"Johnson, Emily",,30.0,Spring,2024,Risky
1143,Algorithms,200,39 of 60 seats remain,"Martinez, Jessica",,65.0,Spring,2024,Low Risk
1144,Intro to Programming,206,4 of 20 seats remain,"Williams, David",,20.0,Spring,2024,Very Risky
1145,Software Engineering,207,48 of 70 seats remain,"Johnson, Emily",,68.57142857142857,Spring,2024,Low Risk
1146,Operating Systems,207,26 of 50 seats remain,"Rodriguez, Michael",,52.0,Spring,2024,Medium risk
1147,Computer Architecture,211,22 of 30 seats remain,"Johnson, Emily",,73.33333333333333,Spring,2024,Low Risk
1148,Artificial Intelligence,212,29 of 60 seats remain,"Williams, David",,48.333333333333336,Spring,2024,Medium risk
1149,Algorithms,212,28 of 50 seats remain,"Miller, James",,56.00000000000001,Spring,2024,Medium risk
1150,Machine Learning,218,33 of 40 seats remain,"Rodriguez, Michael",,82.5,Spring,2024,No Risk
1151,Computer Architecture,220,42 of 70 seats remain,"Williams, David",,60.0,Spring,2024,Medium risk
1152,Data Structures,222,15 of 20 seats remain,"Smith, John",,75.0,Spring,2024,Low Risk
1153,Data Structures,226,32 of 40 seats remain,"Davis, Elizabeth",,80.0,Spring,2024,Low Risk
1154,Software Engineering,227,18 of 60 seats remain,"Johnson, Emily",,30.0,Spring,2024,Risky
1155,Intro to Programming,228,21 of 30 seats remain,"Garcia, Maria",,70.0,Spring,2024,Low Risk
1156,Data Structures,236,10 of 50 seats remain,"Smith, John",,20.0,Spring,2024,Very Risky
1157,Artificial Intelligence,236,13 of 50 seats remain,"Brown, Linda",,26.0,Spring,2024,Risky
1158,Machine Learning,237,9 of 20 seats remain,"Davis, Elizabeth",,45.0,Spring,2024,Medium risk
1159,Computer Architecture,243,43 of 70 seats remain,"Johnson, Emily",,61.42857142857143,Spring,2024,Low Risk
1160,Computer Networks,250,3 of 20 seats remain,"Miller, James",,15.0,Spring,2024,Very Risky
1161,Machine Learning,251,13 of 20 seats remain,"Johnson, Emily",,65.0,Spring,2024,Low Risk
1162,Operating Systems,252,22 of 30 seats remain,"Miller, James",,73.33333333333333,Spring,2024,Low Risk
1163,Machine Learning,252,2 of 50 seats remain,"Garcia, Maria",,4.0,Spring,2024,Very Risky
1164,Algorithms,252,18 of 40 seats remain,"Davis, Elizabeth",,45.0,Spring,2024,Medium risk
1165,Data Structures,253,38 of 50 seats remain,"Miller, James",,76.0,Spring,2024,Low Risk
1166,Machine Learning,259,9 of 50 seats remain,"Jones, Robert",,18.0,Spring,2024,Very Risky
1167,Computer Networks,260,3 of 20 seats remain,"Brown, Linda",,15.0,Spring,2024,Very Risky
1168,Artificial Intelligence,263,30 of 60 seats remain,"Martinez, Jessica",,50.0,Spring,2024,Medium risk
1169,Software Engineering,273,14 of 70 seats remain,"Miller, James",,20.0,Spring,2024,Very Risky
1170,Software Engineering,278,9 of 30 seats remain,"Rodriguez, Michael",,30.0,Spring,2024,Risky
1171,Computer Networks,278,18 of 70 seats remain,"Garcia, Maria",,25.71428571428571,Spring,2024,Risky
1172,Artificial Intelligence,279,26 of 40 seats remain,"Brown, Linda",,65.0,Spring,2024,Low Risk
1173,Artificial Intelligence,279,12 of 30 seats remain,"Miller, James",,40.0,Spring,2024,Risky
1174,Database Systems,281,43 of 60 seats remain,"Jones, Robert",,71.66666666666667,Spring,2024,Low Risk
1175,Computer Networks,281,16 of 20 seats remain,"Davis, Elizabeth",,80.0,Spring,2024,Low Risk
1176,Data Structures,283,14 of 60 seats remain,"Johnson, Emily",,23.333333333333332,Spring,2024,Risky
1177,Intro to Programming,285,1 of 40 seats remain,"Martinez, Jessica",,2.5,Spring,2024,Very Risky
1178,Algorithms,287,4 of 30 seats remain,"Smith, John",,13.333333333333334,Spring,2024,Very Risky
1179,Software Engineering,291,14 of 30 seats remain,"Miller, James",,46.666666666666664,Spring,2024,Medium risk
1180,Algorithms,292,22 of 50 seats remain,"Smith, John",,44.0,Spring,2024,Medium risk
1181,Computer Networks,293,55 of 70 seats remain,"Brown, Linda",,78.57142857142857,Spring,2024,Low Risk
1182,Computer Networks,294,6 of 60 seats remain,"Jones, Robert",,10.0,Spring,2024,Very Risky
1183,Software Engineering,295,13 of 50 seats remain,"Brown, Linda",,26.0,Spring,2024,Risky
1184,Data Structures,298,7 of 30 seats remain,"Davis, Elizabeth",,23.333333333333332,Spring,2024,Risky
1185,Computer Networks,300,22 of 70 seats remain,"Martinez, Jessica",,31.428571428571427,Spring,2024,Risky
1186,Computer Architecture,300,19 of 70 seats remain,"Martinez, Jessica",,27.142857142857142,Spring,2024,Risky
1187,Data Structures,304,43 of 70 seats remain,"Williams, David",,61.42857142857143,Spring,2024,Low Risk
1188,Database Systems,309,15 of 20 seats remain,"Davis, Elizabeth",,75.0,Spring,2024,Low Risk
1189,Intro to Programming,315,36 of 60 seats remain,"Miller, James",,60.0,Spring,2024,Medium risk
1190,Algorithms,315,5 of 20 seats remain,"Miller, James",,25.0,Spring,2024,Risky
1191,Data Structures,315,7 of 70 seats remain,"Williams, David",,10.0,Spring,2024,Very Risky
1192,Intro to Programming,318,33 of 40 seats remain,"Miller, James",,82.5,Spring,2024,No Risk
1193,Algorithms,322,6 of 30 seats remain,"Garcia, Maria",,20.0,Spring,2024,Very Risky
1194,Operating Systems,323,22 of 30 seats remain,"Garcia, Maria",,73.33333333333333,Spring,2024,Low Risk
1195,Data Structures,323,19 of 50 seats remain,"Martinez, Jessica",,38.0,Spring,2024,Risky
1196,Data Structures,324,37 of 50 seats remain,"Rodriguez, Michael",,74.0,Spring,2024,Low Risk
1197,Machine Learning,327,29 of 40 seats remain,"Martinez, Jessica",,72.5,Spring,2024,Low Risk
1198,Data Structures,332,40 of 50 seats remain,"Smith, John",,80.0,Spring,2024,Low Risk
1199,Database Systems,333,52 of 70 seats remain,"Miller, James",,74.28571428571429,Spring,2024,Low Risk
1200,Artificial Intelligence,336,8 of 50 seats remain,"Smith, John",,16.0,Spring,2024,Very Risky
1201,Data Structures,341,11 of 20 seats remain,"Williams, David",,55.00000000000001,Spring,2024,Medium risk
1202,Database Systems,344,15 of 30 seats remain,"Jones, Robert",,50.0,Spring,2024,Medium risk
1203,Operating Systems,344,30 of 70 seats remain,"Miller, James",,42.857142857142854,Spring,2024,Medium risk
1204,Artificial Intelligence,345,27 of 40 seats remain,"Jones, Robert",,67.5,Spring,2024,Low Risk
1205,Data Structures,354,7 of 60 seats remain,"Davis, Elizabeth",,11.666666666666666,Spring,2024,Very Risky
1206,Operating Systems,355,5 of 20 seats remain,"Brown, Linda",,25.0,Spring,2024,Risky
1207,Algorithms,356,29 of 60 seats remain,"Garcia, Maria",,48.333333333333336,Spring,2024,Medium risk
1208,Artificial Intelligence,358,2 of 60 seats remain,"Williams, David",,3.3333333333333335,Spring,2024,Very Risky
1209,Computer Architecture,359,45 of 60 seats remain,"Smith, John",,75.0,Spring,2024,Low Risk
1210,Software Engineering,360,15 of 50 seats remain,"Brown, Linda",,30.0,Spring,2024,Risky
1211,Computer Networks,362,37 of 60 seats remain,"Johnson, Emily",,61.66666666666667,Spring,2024,Low Risk
1212,Intro to Programming,365,9 of 20 seats remain,"Jones, Robert",,45.0,Spring,2024,Medium risk
1213,Algorithms,369,3 of 60 seats remain,"Brown, Linda",,5.0,Spring,2024,Very Risky
1214,Database Systems,369,17 of 20 seats remain,"Davis, Elizabeth",,85.0,Spring,2024,No Risk
1215,Computer Architecture,372,29 of 70 seats remain,"Garcia, Maria",,41.42857142857143,Spring,2024,Medium risk
1216,Intro to Programming,372,5 of 20 seats remain,"Rodriguez, Michael",,25.0,Spring,2024,Risky
1217,Computer Networks,373,24 of 50 seats remain,"Brown, Linda",,48.0,Spring,2024,Medium risk
1218,Computer Architecture,373,18 of 40 seats remain,"Miller, James",,45.0,Spring,2024,Medium risk
1219,Software Engineering,375,34 of 70 seats remain,"Davis, Elizabeth",,48.57142857142857,Spring,2024,Medium risk
1220,Computer Architecture,375,10 of 30 seats remain,"Johnson, Emily",,33.33333333333333,Spring,2024,Risky
1221,Software Engineering,377,40 of 70 seats remain,"Jones, Robert",,57.14285714285714,Spring,2024,Medium risk
1222,Algorithms,381,14 of 60 seats remain,"Garcia, Maria",,23.333333333333332,Spring,2024,Risky
1223,Software Engineering,384,30 of 40 seats remain,"Smith, John",,75.0,Spring,2024,Low Risk
1224,Machine Learning,384,25 of 40 seats remain,"Rodriguez, Michael",,62.5,Spring,2024,Low Risk
1225,Computer Networks,387,22 of 40 seats remain,"Martinez, Jessica",,55.00000000000001,Spring,2024,Medium risk
1226,Machine Learning,388,11 of 40 seats remain,"Brown, Linda",,27.500000000000004,Spring,2024,Risky
1227,Computer Architecture,388,27 of 50 seats remain,"Johnson, Emily",,54.0,Spring,2024,Medium risk
1228,Artificial Intelligence,392,12 of 60 seats remain,"Garcia, Maria",,20.0,Spring,2024,Very Risky
1229,Algorithms,394,23 of 30 seats remain,"Smith, John",,76.66666666666667,Spring,2024,Low Risk
1230,Computer Networks,394,2 of 30 seats remain,"Rodriguez, Michael",,6.666666666666667,Spring,2024,Very Risky
1231,Intro to Programming,397,44 of 50 seats remain,"Williams, David",,88.0,Spring,2024,No Risk
