Course,Course Number,Seats Remaining,Instructor,Semester,Waitlist Percent,Sem,Year,Risk Level
Intro to Programming,540,26 of 50 seats remain,"Garcia, Maria",Spring 2023,52,Spring,2023,Medium risk
Data Structures,541,11 of 20 seats remain,"Jones, Robert",Spring 2023,55,Spring,2023,Medium risk
Software Engineering,541,49 of 70 seats remain,"Williams, David",Spring 2023,70,Spring,2023,Low Risk
Operating Systems,542,20 of 50 seats remain,"Martinez, Jessica",Spring 2023,40,Spring,2023,Risky
Operating Systems,542,55 of 70 seats remain,"Garcia, Maria",Spring 2023,78.57142857,Spring,2023,Low Risk
Machine Learning,545,1 of 20 seats remain,"Williams, David",Spring 2023,5,Spring,2023,Very Risky
Database Systems,546,1 of 20 seats remain,"Miller, James",Spring 2023,5,Spring,2023,Very Risky
Data Structures,551,17 of 20 seats remain,"Martinez, Jessica",Spring 2023,85,Spring,2023,No Risk
Artificial Intelligence,553,1 of 30 seats remain,"Garcia, Maria",Spring 2023,3.333333333,Spring,2023,Very Risky
Computer Networks,559,14 of 20 seats remain,"Garcia, Maria",Spring 2023,70,Spring,2023,Low Risk
Operating Systems,561,17 of 50 seats remain,"Rodriguez, Michael",Spring 2023,34,Spring,2023,Risky
Algorithms,564,54 of 60 seats remain,"Williams, David",Spring 2023,90,Spring,2023,No Risk
Machine Learning,565,6 of 40 seats remain,"Rodriguez, Michael",Spring 2023,15,Spring,2023,Very Risky
Software Engineering,566,14 of 20 seats remain,"Miller, James",Spring 2023,70,Spring,2023,Low Risk
Intro to Programming,567,52 of 70 seats remain,"Williams, David",Spring 2023,74.28571429,Spring,2023,Low Risk
Machine Learning,569,5 of 70 seats remain,"Garcia, Maria",Spring 2023,7.142857143,Spring,2023,Very Risky
Computer Architecture,569,29 of 60 seats remain,"Jones, Robert",Spring 2023,48.33333333,Spring,2023,Medium risk
Data Structures,571,33 of 40 seats remain,"Williams, David",Spring 2023,82.5,Spring,2023,No Risk
Machine Learning,572,7 of 30 seats remain,"Williams, David",Spring 2023,23.33333333,Spring,2023,Risky
Computer Architecture,573,33 of 40 seats remain,"Martinez, Jessica",Spring 2023,82.5,Spring,2023,No Risk
Algorithms,574,4 of 20 seats remain,"Davis, Elizabeth",Spring 2023,20,Spring,2023,Very Risky
Computer Architecture,574,16 of 60 seats remain,"Davis, Elizabeth",Spring 2023,26.66666667,Spring,2023,Risky
Machine Learning,579,43 of 50 seats remain,"Jones, Robert",Spring 2023,86,Spring,2023,No Risk
Machine Learning,580,3 of 20 seats remain,"Martinez, Jessica",Spring 2023,15,Spring,2023,Very Risky
Theory/Application Data Mining,584,8 of 70 seats remain,"Zhou, Keren",Spring 2023,11.42857143,Spring,2023,Very Risky
Theory/Application Data Mining,584,53 of 70 seats remain,"Barbara, Daniel",Spring 2023,75.71428571,Spring,2023,Low Risk
Introduction to Cryptography,587,11 of 20 seats remain,"Ateniese, Giuseppe",Spring 2023,55,Spring,2023,Medium risk
Quantum Algorithms,595,FULL: 0 of 2 seats remain,"Baume, Michael",Spring 2023,0,Spring,2023,Very Risky
AI Design and Deployment Risks,595,10 of 15 seats remain,"Cummings, Missy",Spring 2023,66.66666667,Spring,2023,Low Risk
AI Design and Deployment Risks,595,10 of 15 seats remain,"Cummings, Missy",Spring 2023,66.66666667,Spring,2023,Low Risk
Theory of Computation,600,42 of 60 seats remain,"Richards, Dana",Spring 2023,70,Spring,2023,Low Risk
Theory of Computation,600,31 of 50 seats remain,"Richards, Dana",Spring 2023,62,Spring,2023,Low Risk
Advanced Algorithms,630,15 of 50 seats remain,"Yaroslavtsev, Grigory",Spring 2023,30,Spring,2023,Risky
Wireless and Mobile Computing,655,12 of 50 seats remain,"Yao, Shuochao",Spring 2023,24,Spring,2023,Risky
Computational Design,663,31 of 65 seats remain,"Yu, Lap Fai",Spring 2023,47.69230769,Spring,2023,Medium risk
Advanced NLP,678,9 of 65 seats remain,"Yao, Ziyu",Spring 2023,13.84615385,Spring,2023,Very Risky
Computer Vision,682,18 of 53 seats remain,"Kosecka, Jana",Spring 2023,33.96226415,Spring,2023,Risky
Machine Learning,688,20 of 50 seats remain,"Yu, Fang-Yi",Spring 2023,40,Spring,2023,Risky
Machine Learning,688,16 of 50 seats remain,"Das, Sanmay",Spring 2023,32,Spring,2023,Risky
Network Security,692,3 of 10 seats remain,"Wang, Xinyuan",Spring 2023,30,Spring,2023,Risky
Linux Kernel Internals,692,27 of 40 seats remain,"Zhang, Xiaokuan",Spring 2023,67.5,Spring,2023,Low Risk
SWE Real-Time Embedded Systm,692,4 of 35 seats remain,"Pettit, Rob",Spring 2023,11.42857143,Spring,2023,Very Risky
Advanced Computer Architecture,692,38 of 50 seats remain,"Yang, Lishan",Spring 2023,76,Spring,2023,Low Risk
SWE Real-Time Embedded Systm,692,11 of 32 seats remain,"Pettit, Rob",Spring 2023,34.375,Spring,2023,Risky
Advanced Machine Learning,782,38 of 44 seats remain,"Liu, Mingrui",Spring 2023,86.36363636,Spring,2023,No Risk
Advanced Machine Learning,782,30 of 44 seats remain,"Barbara, Daniel",Spring 2023,68.18181818,Spring,2023,Low Risk
Decision Guidance Systems,787,13 of 50 seats remain,"Brodsky, Alexander",Spring 2023,26,Spring,2023,Risky
Computer Science Colloquium,800,5 of 60 seats remain,"Aydin, Hakan",Spring 2023,8.333333333,Spring,2023,Very Risky
Computer Networks,107,19 of 70 seats remain,"Davis, Elizabeth",,27.14285714,Spring,2024,Risky
Computer Architecture,109,6 of 30 seats remain,"Smith, John",,20,Spring,2024,Very Risky
Intro to Programming,112,23 of 30 seats remain,"Martinez, Jessica",,76.66666667,Spring,2024,Low Risk
Computer Architecture,114,31 of 50 seats remain,"Smith, John",,62,Spring,2024,Low Risk
Data Structures,117,63 of 70 seats remain,"Jones, Robert",,90,Spring,2024,No Risk
Data Structures,118,24 of 30 seats remain,"Johnson, Emily",,80,Spring,2024,Low Risk
Artificial Intelligence,121,29 of 70 seats remain,"Smith, John",,41.42857143,Spring,2024,Medium risk
Intro to Programming,121,13 of 50 seats remain,"Garcia, Maria",,26,Spring,2024,Risky
Artificial Intelligence,122,10 of 20 seats remain,"Miller, James",,50,Spring,2024,Medium risk
Data Structures,124,6 of 20 seats remain,"Rodriguez, Michael",,30,Spring,2024,Risky
Operating Systems,128,15 of 60 seats remain,"Johnson, Emily",,25,Spring,2024,Risky
Operating Systems,129,40 of 70 seats remain,"Williams, David",,57.14285714,Spring,2024,Medium risk
Computer Networks,131,12 of 20 seats remain,"Brown, Linda",,60,Spring,2024,Medium risk
Intro to Programming,131,20 of 60 seats remain,"Martinez, Jessica",,33.33333333,Spring,2024,Risky
Artificial Intelligence,132,23 of 50 seats remain,"Martinez, Jessica",,46,Spring,2024,Medium risk
Machine Learning,135,2 of 50 seats remain,"Smith, John",,4,Spring,2024,Very Risky
Computer Networks,140,25 of 40 seats remain,"Garcia, Maria",,62.5,Spring,2024,Low Risk
Data Structures,148,48 of 60 seats remain,"Garcia, Maria",,80,Spring,2024,Low Risk
Computer Architecture,149,6 of 20 seats remain,"Smith, John",,30,Spring,2024,Risky
Computer Architecture,149,FULL: 0 of 30 seats remain,"Jones, Robert",,0,Spring,2024,Very Risky
Computer Architecture,150,30 of 70 seats remain,"Jones, Robert",,42.85714286,Spring,2024,Medium risk
Machine Learning,150,13 of 30 seats remain,"Martinez, Jessica",,43.33333333,Spring,2024,Medium risk
Artificial Intelligence,152,16 of 20 seats remain,"Smith, John",,80,Spring,2024,Low Risk
Intro to Programming,161,48 of 60 seats remain,"Davis, Elizabeth",,80,Spring,2024,Low Risk
Computer Architecture,163,11 of 40 seats remain,"Smith, John",,27.5,Spring,2024,Risky
Data Structures,163,24 of 40 seats remain,"Garcia, Maria",,60,Spring,2024,Medium risk
Data Structures,163,22 of 30 seats remain,"Johnson, Emily",,73.33333333,Spring,2024,Low Risk
Operating Systems,163,22 of 70 seats remain,"Garcia, Maria",,31.42857143,Spring,2024,Risky
Intro to Programming,164,20 of 60 seats remain,"Smith, John",,33.33333333,Spring,2024,Risky
Database Systems,170,35 of 40 seats remain,"Martinez, Jessica",,87.5,Spring,2024,No Risk
Intro to Programming,171,7 of 30 seats remain,"Miller, James",,23.33333333,Spring,2024,Risky
Software Engineering,172,20 of 40 seats remain,"Smith, John",,50,Spring,2024,Medium risk
Data Structures,173,12 of 30 seats remain,"Smith, John",,40,Spring,2024,Risky
Artificial Intelligence,174,51 of 60 seats remain,"Rodriguez, Michael",,85,Spring,2024,No Risk
Software Engineering,175,9 of 70 seats remain,"Smith, John",,12.85714286,Spring,2024,Very Risky
Algorithms,175,8 of 60 seats remain,"Johnson, Emily",,13.33333333,Spring,2024,Very Risky
Artificial Intelligence,176,31 of 70 seats remain,"Johnson, Emily",,44.28571429,Spring,2024,Medium risk
Software Engineering,177,22 of 60 seats remain,"Jones, Robert",,36.66666667,Spring,2024,Risky
Machine Learning,182,45 of 50 seats remain,"Davis, Elizabeth",,90,Spring,2024,No Risk
Computer Architecture,187,32 of 40 seats remain,"Williams, David",,80,Spring,2024,Low Risk
Software Engineering,191,39 of 70 seats remain,"Miller, James",,55.71428571,Spring,2024,Medium risk
Software Engineering,199,45 of 60 seats remain,"Brown, Linda",,75,Spring,2024,Low Risk
Data Structures,199,15 of 50 seats remain,"Johnson, Emily",,30,Spring,2024,Risky
Algorithms,200,39 of 60 seats remain,"Martinez, Jessica",,65,Spring,2024,Low Risk
Intro to Programming,206,4 of 20 seats remain,"Williams, David",,20,Spring,2024,Very Risky
Software Engineering,207,48 of 70 seats remain,"Johnson, Emily",,68.57142857,Spring,2024,Low Risk
Operating Systems,207,26 of 50 seats remain,"Rodriguez, Michael",,52,Spring,2024,Medium risk
Computer Architecture,211,22 of 30 seats remain,"Johnson, Emily",,73.33333333,Spring,2024,Low Risk
Artificial Intelligence,212,29 of 60 seats remain,"Williams, David",,48.33333333,Spring,2024,Medium risk
Algorithms,212,28 of 50 seats remain,"Miller, James",,56,Spring,2024,Medium risk
Machine Learning,218,33 of 40 seats remain,"Rodriguez, Michael",,82.5,Spring,2024,No Risk
Computer Architecture,220,42 of 70 seats remain,"Williams, David",,60,Spring,2024,Medium risk
Data Structures,222,15 of 20 seats remain,"Smith, John",,75,Spring,2024,Low Risk
Data Structures,226,32 of 40 seats remain,"Davis, Elizabeth",,80,Spring,2024,Low Risk
Software Engineering,227,18 of 60 seats remain,"Johnson, Emily",,30,Spring,2024,Risky
Intro to Programming,228,21 of 30 seats remain,"Garcia, Maria",,70,Spring,2024,Low Risk
Data Structures,236,10 of 50 seats remain,"Smith, John",,20,Spring,2024,Very Risky
Artificial Intelligence,236,13 of 50 seats remain,"Brown, Linda",,26,Spring,2024,Risky
Machine Learning,237,9 of 20 seats remain,"Davis, Elizabeth",,45,Spring,2024,Medium risk
Computer Architecture,243,43 of 70 seats remain,"Johnson, Emily",,61.42857143,Spring,2024,Low Risk
Computer Networks,250,3 of 20 seats remain,"Miller, James",,15,Spring,2024,Very Risky
Machine Learning,251,13 of 20 seats remain,"Johnson, Emily",,65,Spring,2024,Low Risk
Operating Systems,252,22 of 30 seats remain,"Miller, James",,73.33333333,Spring,2024,Low Risk
Machine Learning,252,2 of 50 seats remain,"Garcia, Maria",,4,Spring,2024,Very Risky
Algorithms,252,18 of 40 seats remain,"Davis, Elizabeth",,45,Spring,2024,Medium risk
Data Structures,253,38 of 50 seats remain,"Miller, James",,76,Spring,2024,Low Risk
Machine Learning,259,9 of 50 seats remain,"Jones, Robert",,18,Spring,2024,Very Risky
Computer Networks,260,3 of 20 seats remain,"Brown, Linda",,15,Spring,2024,Very Risky
Artificial Intelligence,263,30 of 60 seats remain,"Martinez, Jessica",,50,Spring,2024,Medium risk
Software Engineering,273,14 of 70 seats remain,"Miller, James",,20,Spring,2024,Very Risky
Software Engineering,278,9 of 30 seats remain,"Rodriguez, Michael",,30,Spring,2024,Risky
Computer Networks,278,18 of 70 seats remain,"Garcia, Maria",,25.71428571,Spring,2024,Risky
Artificial Intelligence,279,26 of 40 seats remain,"Brown, Linda",,65,Spring,2024,Low Risk
Artificial Intelligence,279,12 of 30 seats remain,"Miller, James",,40,Spring,2024,Risky
Database Systems,281,43 of 60 seats remain,"Jones, Robert",,71.66666667,Spring,2024,Low Risk
Computer Networks,281,16 of 20 seats remain,"Davis, Elizabeth",,80,Spring,2024,Low Risk
Data Structures,283,14 of 60 seats remain,"Johnson, Emily",,23.33333333,Spring,2024,Risky
Intro to Programming,285,1 of 40 seats remain,"Martinez, Jessica",,2.5,Spring,2024,Very Risky
Algorithms,287,4 of 30 seats remain,"Smith, John",,13.33333333,Spring,2024,Very Risky
Software Engineering,291,14 of 30 seats remain,"Miller, James",,46.66666667,Spring,2024,Medium risk
Algorithms,292,22 of 50 seats remain,"Smith, John",,44,Spring,2024,Medium risk
Computer Networks,293,55 of 70 seats remain,"Brown, Linda",,78.57142857,Spring,2024,Low Risk
Computer Networks,294,6 of 60 seats remain,"Jones, Robert",,10,Spring,2024,Very Risky
Software Engineering,295,13 of 50 seats remain,"Brown, Linda",,26,Spring,2024,Risky
Data Structures,298,7 of 30 seats remain,"Davis, Elizabeth",,23.33333333,Spring,2024,Risky
Computer Networks,300,22 of 70 seats remain,"Martinez, Jessica",,31.42857143,Spring,2024,Risky
Computer Architecture,300,19 of 70 seats remain,"Martinez, Jessica",,27.14285714,Spring,2024,Risky
Data Structures,304,43 of 70 seats remain,"Williams, David",,61.42857143,Spring,2024,Low Risk
Database Systems,309,15 of 20 seats remain,"Davis, Elizabeth",,75,Spring,2024,Low Risk
Intro to Programming,315,36 of 60 seats remain,"Miller, James",,60,Spring,2024,Medium risk
Algorithms,315,5 of 20 seats remain,"Miller, James",,25,Spring,2024,Risky
Data Structures,315,7 of 70 seats remain,"Williams, David",,10,Spring,2024,Very Risky
Intro to Programming,318,33 of 40 seats remain,"Miller, James",,82.5,Spring,2024,No Risk
Algorithms,322,6 of 30 seats remain,"Garcia, Maria",,20,Spring,2024,Very Risky
Operating Systems,323,22 of 30 seats remain,"Garcia, Maria",,73.33333333,Spring,2024,Low Risk
Data Structures,323,19 of 50 seats remain,"Martinez, Jessica",,38,Spring,2024,Risky
Data Structures,324,37 of 50 seats remain,"Rodriguez, Michael",,74,Spring,2024,Low Risk
Machine Learning,327,29 of 40 seats remain,"Martinez, Jessica",,72.5,Spring,2024,Low Risk
Data Structures,332,40 of 50 seats remain,"Smith, John",,80,Spring,2024,Low Risk
Database Systems,333,52 of 70 seats remain,"Miller, James",,74.28571429,Spring,2024,Low Risk
Artificial Intelligence,336,8 of 50 seats remain,"Smith, John",,16,Spring,2024,Very Risky
Data Structures,341,11 of 20 seats remain,"Williams, David",,55,Spring,2024,Medium risk
Database Systems,344,15 of 30 seats remain,"Jones, Robert",,50,Spring,2024,Medium risk
Operating Systems,344,30 of 70 seats remain,"Miller, James",,42.85714286,Spring,2024,Medium risk
Artificial Intelligence,345,27 of 40 seats remain,"Jones, Robert",,67.5,Spring,2024,Low Risk
Data Structures,354,7 of 60 seats remain,"Davis, Elizabeth",,11.66666667,Spring,2024,Very Risky
Operating Systems,355,5 of 20 seats remain,"Brown, Linda",,25,Spring,2024,Risky
Algorithms,356,29 of 60 seats remain,"Garcia, Maria",,48.33333333,Spring,2024,Medium risk
Artificial Intelligence,358,2 of 60 seats remain,"Williams, David",,3.333333333,Spring,2024,Very Risky
Computer Architecture,359,45 of 60 seats remain,"Smith, John",,75,Spring,2024,Low Risk
Software Engineering,360,15 of 50 seats remain,"Brown, Linda",,30,Spring,2024,Risky
Computer Networks,362,37 of 60 seats remain,"Johnson, Emily",,61.66666667,Spring,2024,Low Risk
Intro to Programming,365,9 of 20 seats remain,"Jones, Robert",,45,Spring,2024,Medium risk
Algorithms,369,3 of 60 seats remain,"Brown, Linda",,5,Spring,2024,Very Risky
Database Systems,369,17 of 20 seats remain,"Davis, Elizabeth",,85,Spring,2024,No Risk
Computer Architecture,372,29 of 70 seats remain,"Garcia, Maria",,41.42857143,Spring,2024,Medium risk
Intro to Programming,372,5 of 20 seats remain,"Rodriguez, Michael",,25,Spring,2024,Risky
Computer Networks,373,24 of 50 seats remain,"Brown, Linda",,48,Spring,2024,Medium risk
Computer Architecture,373,18 of 40 seats remain,"Miller, James",,45,Spring,2024,Medium risk
Software Engineering,375,34 of 70 seats remain,"Davis, Elizabeth",,48.57142857,Spring,2024,Medium risk
Computer Architecture,375,10 of 30 seats remain,"Johnson, Emily",,33.33333333,Spring,2024,Risky
Software Engineering,377,40 of 70 seats remain,"Jones, Robert",,57.14285714,Spring,2024,Medium risk
Algorithms,381,14 of 60 seats remain,"Garcia, Maria",,23.33333333,Spring,2024,Risky
Software Engineering,384,30 of 40 seats remain,"Smith, John",,75,Spring,2024,Low Risk
Machine Learning,384,25 of 40 seats remain,"Rodriguez, Michael",,62.5,Spring,2024,Low Risk
Computer Networks,387,22 of 40 seats remain,"Martinez, Jessica",,55,Spring,2024,Medium risk
Machine Learning,388,11 of 40 seats remain,"Brown, Linda",,27.5,Spring,2024,Risky
Computer Architecture,388,27 of 50 seats remain,"Johnson, Emily",,54,Spring,2024,Medium risk
Artificial Intelligence,392,12 of 60 seats remain,"Garcia, Maria",,20,Spring,2024,Very Risky
Algorithms,394,23 of 30 seats remain,"Smith, John",,76.66666667,Spring,2024,Low Risk
Computer Networks,394,2 of 30 seats remain,"Rodriguez, Michael",,6.666666667,Spring,2024,Very Risky
Intro to Programming,397,44 of 50 seats remain,"Williams, David",,88,Spring,2024,No Risk
Computer Networks,397,18 of 50 seats remain,"Jones, Robert",,36,Spring,2024,Risky
Data Structures,398,3 of 20 seats remain,"Garcia, Maria",,15,Spring,2024,Very Risky
Software Engineering,400,30 of 50 seats remain,"Garcia, Maria",,60,Spring,2024,Medium risk
Computer Architecture,401,54 of 60 seats remain,"Garcia, Maria",,90,Spring,2024,No Risk
Algorithms,401,17 of 30 seats remain,"Jones, Robert",,56.66666667,Spring,2024,Medium risk
Computer Architecture,401,5 of 60 seats remain,"Garcia, Maria",,8.333333333,Spring,2024,Very Risky
Machine Learning,403,2 of 60 seats remain,"Garcia, Maria",,3.333333333,Spring,2024,Very Risky
Operating Systems,409,49 of 60 seats remain,"Jones, Robert",,81.66666667,Spring,2024,No Risk
Software Engineering,410,50 of 70 seats remain,"Brown, Linda",,71.42857143,Spring,2024,Low Risk
Software Engineering,414,10 of 20 seats remain,"Garcia, Maria",,50,Spring,2024,Medium risk
Database Systems,418,36 of 50 seats remain,"Brown, Linda",,72,Spring,2024,Low Risk
Database Systems,419,31 of 40 seats remain,"Miller, James",,77.5,Spring,2024,Low Risk
Intro to Programming,420,20 of 30 seats remain,"Johnson, Emily",,66.66666667,Spring,2024,Low Risk
Operating Systems,424,23 of 40 seats remain,"Williams, David",,57.5,Spring,2024,Medium risk
Operating Systems,424,5 of 50 seats remain,"Rodriguez, Michael",,10,Spring,2024,Very Risky
Computer Architecture,425,6 of 60 seats remain,"Williams, David",,10,Spring,2024,Very Risky
Algorithms,430,1 of 20 seats remain,"Johnson, Emily",,5,Spring,2024,Very Risky
Database Systems,431,52 of 60 seats remain,"Martinez, Jessica",,86.66666667,Spring,2024,No Risk
Computer Architecture,432,17 of 30 seats remain,"Johnson, Emily",,56.66666667,Spring,2024,Medium risk
Machine Learning,435,19 of 50 seats remain,"Smith, John",,38,Spring,2024,Risky
Intro to Programming,436,5 of 30 seats remain,"Williams, David",,16.66666667,Spring,2024,Very Risky
Computer Architecture,439,FULL: 0 of 30 seats remain,"Garcia, Maria",,0,Spring,2024,Very Risky
Intro to Programming,443,FULL: 0 of 50 seats remain,"Brown, Linda",,0,Spring,2024,Very Risky
Software Engineering,445,46 of 70 seats remain,"Williams, David",,65.71428571,Spring,2024,Low Risk
Computer Architecture,445,1 of 20 seats remain,"Davis, Elizabeth",,5,Spring,2024,Very Risky
Database Systems,447,5 of 60 seats remain,"Johnson, Emily",,8.333333333,Spring,2024,Very Risky
Operating Systems,448,9 of 20 seats remain,"Johnson, Emily",,45,Spring,2024,Medium risk
Computer Networks,453,33 of 50 seats remain,"Martinez, Jessica",,66,Spring,2024,Low Risk
Computer Networks,457,1 of 40 seats remain,"Brown, Linda",,2.5,Spring,2024,Very Risky
Operating Systems,459,5 of 20 seats remain,"Smith, John",,25,Spring,2024,Risky
Database Systems,459,36 of 50 seats remain,"Jones, Robert",,72,Spring,2024,Low Risk
Machine Learning,459,6 of 20 seats remain,"Garcia, Maria",,30,Spring,2024,Risky
Database Systems,461,24 of 40 seats remain,"Jones, Robert",,60,Spring,2024,Medium risk
Database Systems,462,3 of 40 seats remain,"Smith, John",,7.5,Spring,2024,Very Risky
Computer Architecture,465,20 of 50 seats remain,"Garcia, Maria",,40,Spring,2024,Risky
Machine Learning,465,17 of 20 seats remain,"Williams, David",,85,Spring,2024,No Risk
Algorithms,467,7 of 40 seats remain,"Rodriguez, Michael",,17.5,Spring,2024,Very Risky
Data Structures,469,38 of 70 seats remain,"Miller, James",,54.28571429,Spring,2024,Medium risk
Software Engineering,470,12 of 20 seats remain,"Jones, Robert",,60,Spring,2024,Medium risk
Data Structures,471,18 of 30 seats remain,"Davis, Elizabeth",,60,Spring,2024,Medium risk
Artificial Intelligence,476,2 of 60 seats remain,"Jones, Robert",,3.333333333,Spring,2024,Very Risky
Algorithms,479,12 of 30 seats remain,"Rodriguez, Michael",,40,Spring,2024,Risky
Computer Architecture,480,10 of 40 seats remain,"Rodriguez, Michael",,25,Spring,2024,Risky
Computer Architecture,481,39 of 50 seats remain,"Rodriguez, Michael",,78,Spring,2024,Low Risk
Data Structures,488,17 of 70 seats remain,"Rodriguez, Michael",,24.28571429,Spring,2024,Risky
Database Systems,488,9 of 40 seats remain,"Brown, Linda",,22.5,Spring,2024,Risky
Software Engineering,489,16 of 20 seats remain,"Davis, Elizabeth",,80,Spring,2024,Low Risk
Database Systems,493,55 of 70 seats remain,"Miller, James",,78.57142857,Spring,2024,Low Risk
Software Engineering,494,14 of 30 seats remain,"Jones, Robert",,46.66666667,Spring,2024,Medium risk
Data Structures,500,35 of 60 seats remain,"Johnson, Emily",,58.33333333,Spring,2024,Medium risk
Database Systems,502,8 of 40 seats remain,"Garcia, Maria",,20,Spring,2024,Very Risky
Software Engineering,502,31 of 50 seats remain,"Garcia, Maria",,62,Spring,2024,Low Risk
Artificial Intelligence,507,28 of 40 seats remain,"Smith, John",,70,Spring,2024,Low Risk
Data Structures,507,35 of 50 seats remain,"Martinez, Jessica",,70,Spring,2024,Low Risk
Computer Architecture,509,20 of 30 seats remain,"Miller, James",,66.66666667,Spring,2024,Low Risk
Machine Learning,513,28 of 70 seats remain,"Miller, James",,40,Spring,2024,Risky
Algorithms,515,20 of 40 seats remain,"Garcia, Maria",,50,Spring,2024,Medium risk
Operating Systems,518,10 of 50 seats remain,"Martinez, Jessica",,20,Spring,2024,Very Risky
Computer Networks,522,18 of 20 seats remain,"Rodriguez, Michael",,90,Spring,2024,No Risk
Artificial Intelligence,525,24 of 60 seats remain,"Rodriguez, Michael",,40,Spring,2024,Risky
Artificial Intelligence,527,29 of 60 seats remain,"Martinez, Jessica",,48.33333333,Spring,2024,Medium risk
Software Engineering,529,29 of 50 seats remain,"Williams, David",,58,Spring,2024,Medium risk
Operating Systems,530,23 of 40 seats remain,"Smith, John",,57.5,Spring,2024,Medium risk
Intro to Programming,531,8 of 40 seats remain,"Williams, David",,20,Spring,2024,Very Risky
Data Structures,532,50 of 60 seats remain,"Garcia, Maria",,83.33333333,Spring,2024,No Risk
Artificial Intelligence,532,18 of 30 seats remain,"Johnson, Emily",,60,Spring,2024,Medium risk
Computer Networks,534,43 of 50 seats remain,"Smith, John",,86,Spring,2024,No Risk
Database Systems,540,1 of 40 seats remain,"Martinez, Jessica",,2.5,Spring,2024,Very Risky
Software Engineering,540,13 of 20 seats remain,"Garcia, Maria",,65,Spring,2024,Low Risk
Data Structures,540,7 of 30 seats remain,"Miller, James",,23.33333333,Spring,2024,Risky
Intro to Programming,540,27 of 50 seats remain,"Garcia, Maria",,54,Spring,2024,Medium risk
Data Structures,541,11 of 20 seats remain,"Jones, Robert",,55,Spring,2024,Medium risk
Software Engineering,541,48 of 70 seats remain,"Williams, David",,68.57142857,Spring,2024,Low Risk
Operating Systems,542,21 of 50 seats remain,"Martinez, Jessica",,42,Spring,2024,Medium risk
Operating Systems,542,56 of 70 seats remain,"Garcia, Maria",,80,Spring,2024,Low Risk
Machine Learning,545,1 of 20 seats remain,"Williams, David",,5,Spring,2024,Very Risky
Database Systems,546,2 of 20 seats remain,"Miller, James",,10,Spring,2024,Very Risky
Data Structures,551,17 of 20 seats remain,"Martinez, Jessica",,85,Spring,2024,No Risk
Artificial Intelligence,553,2 of 30 seats remain,"Garcia, Maria",,6.666666667,Spring,2024,Very Risky
Computer Networks,559,14 of 20 seats remain,"Garcia, Maria",,70,Spring,2024,Low Risk
Operating Systems,561,17 of 50 seats remain,"Rodriguez, Michael",,34,Spring,2024,Risky
Algorithms,564,53 of 60 seats remain,"Williams, David",,88.33333333,Spring,2024,No Risk
Machine Learning,565,7 of 40 seats remain,"Rodriguez, Michael",,17.5,Spring,2024,Very Risky
Software Engineering,566,13 of 20 seats remain,"Miller, James",,65,Spring,2024,Low Risk
Intro to Programming,567,52 of 70 seats remain,"Williams, David",,74.28571429,Spring,2024,Low Risk
Machine Learning,569,2 of 70 seats remain,"Garcia, Maria",,2.857142857,Spring,2024,Very Risky
Computer Architecture,569,29 of 60 seats remain,"Jones, Robert",,48.33333333,Spring,2024,Medium risk
Data Structures,571,30 of 40 seats remain,"Williams, David",,75,Spring,2024,Low Risk
Machine Learning,572,8 of 30 seats remain,"Williams, David",,26.66666667,Spring,2024,Risky
Computer Architecture,573,33 of 40 seats remain,"Martinez, Jessica",,82.5,Spring,2024,No Risk
Algorithms,574,4 of 20 seats remain,"Davis, Elizabeth",,20,Spring,2024,Very Risky
Computer Architecture,574,17 of 60 seats remain,"Davis, Elizabeth",,28.33333333,Spring,2024,Risky
Machine Learning,579,44 of 50 seats remain,"Jones, Robert",,88,Spring,2024,No Risk
Machine Learning,580,4 of 20 seats remain,"Martinez, Jessica",,20,Spring,2024,Very Risky
Theory/Application Data Mining,584,7 of 70 seats remain,"Zhou, Keren",,10,Spring,2024,Very Risky
Theory/Application Data Mining,584,50 of 70 seats remain,"Barbara, Daniel",,71.42857143,Spring,2024,Low Risk
Introduction to Cryptography,587,9 of 20 seats remain,"Ateniese, Giuseppe",,45,Spring,2024,Medium risk
Quantum Algorithms,595,FULL: 0 of 2 seats remain,"Baume, Michael",,0,Spring,2024,Very Risky
AI Design and Deployment Risks,595,9 of 15 seats remain,"Cummings, Missy",,60,Spring,2024,Medium risk
AI Design and Deployment Risks,595,11 of 15 seats remain,"Cummings, Missy",,73.33333333,Spring,2024,Low Risk
Theory of Computation,600,43 of 60 seats remain,"Richards, Dana",,71.66666667,Spring,2024,Low Risk
Theory of Computation,600,30 of 50 seats remain,"Richards, Dana",,60,Spring,2024,Medium risk
Advanced Algorithms,630,14 of 50 seats remain,"Yaroslavtsev, Grigory",,28,Spring,2024,Risky
Wireless and Mobile Computing,655,9 of 50 seats remain,"Yao, Shuochao",,18,Spring,2024,Very Risky
Computational Design,663,31 of 65 seats remain,"Yu, Lap Fai",,47.69230769,Spring,2024,Medium risk
Advanced NLP,678,10 of 65 seats remain,"Yao, Ziyu",,15.38461538,Spring,2024,Very Risky
Computer Vision,682,17 of 53 seats remain,"Kosecka, Jana",,32.0754717,Spring,2024,Risky
Machine Learning,688,18 of 50 seats remain,"Yu, Fang-Yi",,36,Spring,2024,Risky
Machine Learning,688,18 of 50 seats remain,"Das, Sanmay",,36,Spring,2024,Risky
